 
Rowan                has given Eldrin a blue dragon eye.
Rowan                has given Eldrin blue dragon scaled greaves.
Rowan                has given Eldrin the stomach of a blue dragon.
Rowan                has given Eldrin a blue dragon scaled wrist band.
Rowan                has given Eldrin a blue dragon scaled wrist band.
Rowan                has given Eldrin a brass keyring.
Rowan                has given Eldrin a blue dragon gem ring.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Halcyon Leader Ovbere has given Osaroz A cloak of balance.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A lantern of balance.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Halcyon Leader Ovbere has given Osaroz A cloak of balance.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A lantern of balance.
Halcyon Leader Ovbere has given Vladaar A cloak of balance.
Halcyon Leader Ovbere has given Vladaar A silver harness.
Halcyon Leader Ovbere has given Vladaar a plain silver helm.
Halcyon Leader Ovbere has given Vladaar A pair of simple gauntlets.
Halcyon Leader Ovbere has given Vladaar A lantern of balance.
Alliance Leader Rodaen has given Vladaar a cloak of the pure.
Alliance Leader Rodaen has given Vladaar a leather backplate .
Alliance Leader Rodaen has given Vladaar an exquisitely decorated iron helmet.
Alliance Leader Rodaen has given Vladaar a pair of thick leather gloves.
Alliance Leader Rodaen has given Vladaar a lantern of hope.
Halcyon Leader Ovbere has given Osaroz A cloak of balance.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A lantern of balance.
Vladaar              has invoked A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Vladaar              has invoked A pair of simple gauntlets.
Vladaar              has invoked A pair of simple gauntlets.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Vladaar              has invoked A pair of simple gauntlets.
Halcyon Leader Ovbere has given Osaroz A pair of simple gauntlets.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Halcyon Leader Ovbere has given Vladaar A pair of simple gauntlets.
Halcyon Leader Ovbere has given Vladaar A lantern of balance.
Halcyon Leader Ovbere has given Vladaar A cloak of balance.
Halcyon Leader Ovbere has given Vladaar A silver harness.
Halcyon Leader Ovbere has given Vladaar a plain silver helm.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Halcyon Leader Ovbere has given Osaroz A cloak of balance.
Halcyon Leader Ovbere has given Osaroz A lantern of balance.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Vladaar              has invoked a hunter's bag.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Gold Dragon healer Raesaav has given Corrala a note list.
elf maiden magical Shozat has given Corrala a small bucket of dragon saliva.
elf maiden magical Shozat has given Corrala a salve of rejuvenation.
ancient blue dragon Talshik drak has given Corrala an iron dragon helm.
Corrala              has given ancient blue dragon Talshik drak the corpse of a quartz runner.
ancient blue dragon Talshik drak has given Corrala a pair of leather talon straps.
Corrala              has given ancient blue dragon Talshik drak the thrashing tail of A Moss Crawler.
ancient blue dragon Talshik drak has given Corrala a pair of crimson red drakkel bracers.
Corrala              has given ancient blue dragon Talshik drak the spilled guts of A Skeleton.
ancient blue dragon Talshik drak has given Corrala a crimson red drakkel chainmail coat.
Corrala              has given ancient blue dragon Talshik drak a leather saddle bag.
ancient blue dragon Talshik drak has given Corrala a crimson red drakkel visor.
Corrala              has given ancient blue dragon Talshik drak the corpse of The ugly wererat.
ancient blue dragon Talshik drak has given Corrala a golden drakkel claw.
Corrala              has given ancient blue dragon Talshik drak the corpse of a quartz runner.
Corrala              has given ancient blue dragon Talshik drak the thrashing tail of A Moss Crawler.
Corrala              has given ancient blue dragon Talshik drak the thrashing tail of A Moss Crawler.
Corrala              has given ancient blue dragon Talshik drak the spilled guts of A Skeleton.
Corrala              has given priest turath the corpse of a beholder.
priest turath        has given Corrala an adventurer's belt.
Skyraker             has given Corrala a sparkling gem.
Skyraker             has given Corrala a sparkling gem.
Skyraker             has given Corrala a sparkling gem.
Skyraker             has given Corrala a sparkling gem.
Skyraker             has given Corrala a sparkling gem.
Corrala              has given gnome elder the corpse of a cave bear.
High Priest healer Julias has given Margaret a note list.
Shop keeper magical Amelia has given Margaret a red potion bottle.
Shop keeper magical Amelia has given Margaret a glowing blue potion.
Blade Master teacher blademaster Symon has given Margaret a curved dagger.
High Priest healer Julias has given Margaret a note list.
Shop keeper magical Amelia has given Margaret a red potion bottle.
Shop keeper magical Amelia has given Margaret a glowing blue potion.
Blade Master teacher blademaster Symon has given Margaret a curved dagger.
stable master jonah  has given Margaret a ring with a green gem.
Blade Master Symon BLADEMASTER teacher has given Margaret Jonahs dagger.
Margaret             has given stable master Jonah man Jonahs dagger.
Margaret             has given stable master Jonah man a potion of calming.
Margaret             has given stable master Jonah man the corpse of a sewer rat.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
ogre Barakus leader  has given Eldrin a cloak of ages.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven chestplate.
Vladaar              has invoked a lantern of hope.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Eldrin               has given Corrala a wand of returning.
Eldrin               has given Corrala a wand of returning.
Eldrin               has given Corrala a wand of returning.
Corrala              has given Watchman guard a slice of raw meat from a skeleton.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
healer yochlol priestess has given Theimos a note list.
teacher blademaster jardal drow has given Theimos a curved dagger.
magical Dralak dark elf warlock has given Theimos a packet of talyaka roots.
magical Dralak dark elf warlock has given Theimos a mana rejuvenation potion.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Corrala              has given Silver Dragon Kaesaw an emerald gem stone.
Silver Dragon Kaesaw has given Corrala a dragon cape of the chameleon .
Brinnuk              has given priest turath the corpse of a beholder.
priest turath        has given Brinnuk an adventurer's belt.
Brinnuk              has given gunthis spirit cleric a cleric's holy symbol.
gunthis spirit cleric has given Brinnuk the helm of defense.
Gold Dragon healer Raesaav has given Razhalgul a note list.
elf maiden magical Shozat has given Razhalgul a small bucket of dragon saliva.
elf maiden magical Shozat has given Razhalgul a salve of rejuvenation.
ancient blue dragon Talshik drak has given Razhalgul an iron dragon helm.
Razhalgul            has given ancient blue dragon Talshik drak the corpse of a quartz runner.
ancient blue dragon Talshik drak has given Razhalgul a pair of leather talon straps.
Razhalgul            has given ancient blue dragon Talshik drak the thrashing tail of A Moss Crawler.
ancient blue dragon Talshik drak has given Razhalgul a pair of crimson red drakkel bracers.
Razhalgul            has given ancient blue dragon Talshik drak the spilled guts of A Skeleton.
ancient blue dragon Talshik drak has given Razhalgul a crimson red drakkel chainmail coat.
Razhalgul            has given ancient blue dragon Talshik drak a leather saddle bag.
ancient blue dragon Talshik drak has given Razhalgul a crimson red drakkel visor.
Razhalgul            has given ancient blue dragon Talshik drak the corpse of The ugly wererat.
ancient blue dragon Talshik drak has given Razhalgul a golden drakkel claw.
High Priest healer Julias has given Kashiro a note list.
Shop keeper magical Amelia has given Kashiro a red potion bottle.
Shop keeper magical Amelia has given Kashiro a glowing blue potion.
Blade Master teacher blademaster Symon has given Kashiro a curved dagger.
stable master jonah  has given Kashiro a ring with a green gem.
Blade Master Symon BLADEMASTER teacher has given Kashiro Jonahs dagger.
Kashiro              has given stable master Jonah man Jonahs dagger.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Before a Mystical Rift has given Death Knight a graven bastard sword.
Before a Mystical Rift has given Death Knight a graven chestplate.
Before a Mystical Rift has given Death Knight a graven shield.
Kashiro              has given stable master Jonah man a potion of calming.
Kashiro              has given stable master Jonah man the corpse of a sewer rat.
healer yochlol priestess has given Aniella a note list.
teacher blademaster jardal drow has given Aniella a curved dagger.
magical Dralak dark elf warlock has given Aniella a packet of talyaka roots.
magical Dralak dark elf warlock has given Aniella a mana rejuvenation potion.
Sergeant Durgas black tower orc militia has given Aniella a jar of blackened war paint.
Razhalgul            has given Seano Halfling Sheriff a dwarf scout corpse.
Sergeant Durgas black tower orc militia has given Aniella a filthy necklace.
Sergeant Durgas black tower orc militia has given Aniella a filthy necklace.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Razhalgul            has given ranger the torn ear of a frogman.
Sergeant Durgas black tower orc militia has given Aniella a mask of the militia.
High Priest healer Julias has given Caelas a note list.
Razhalgul            has given dwarf adventurer Gladan a dwarven hammer.
dwarf adventurer Gladan has given Razhalgul a pair of dwarven mithril armguards .
Gnome Guard Vasara   has given Razhalgul a key.
Corrala              has given stray cat a slice of raw meat from a black crow.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Aniella              has given Seano Halfling Sheriff a dwarf scout corpse.
Fang                 has given Watchman guard a rolled up packet of wild deer jerky.
drow warrior kyfaek  has given Fang a necklace.
ogre Barakus leader  has given Fang a mask of hatred.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Fang                 has given Watchman guard a rolled up packet of wild deer jerky.
Vladaar              has invoked a bag.
Fang                 has given Watchman guard a rolled up packet of wild deer jerky.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Synn                 has given ancient blue dragon Talshik drak the spilled guts of A Skeleton.
ancient blue dragon Talshik drak has given Synn a crimson red drakkel chainmail coat.
Vladaar              has invoked a bag.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
High Priest healer Julias has given Gilan a note list.
Margaret             has given Seano Halfling Sheriff a dwarf scout corpse.
Margaret             has given Blade Master Symon BLADEMASTER teacher the corpse of a beholder.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Margaret             has given dwarf adventurer Gladan a dwarven hammer.
High Priest healer Julias has given Verrana a note list.
Shop keeper magical Amelia has given Verrana a red potion bottle.
Shop keeper magical Amelia has given Verrana a glowing blue potion.
Blade Master teacher blademaster Symon has given Verrana a curved dagger.
stable master jonah  has given Verrana a ring with a green gem.
Blade Master Symon BLADEMASTER teacher has given Verrana Jonahs dagger.
Verrana              has given stable master Jonah man Jonahs dagger.
Verrana              has given stable master Jonah man a potion of calming.
Verrana              has given stable master Jonah man the corpse of a sewer rat.
Aniella              has given Verrana a pick axe.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Verrana              has given Seano Halfling Sheriff a dwarf scout corpse.
Verrana              has given Seano Halfling Sheriff a dwarf scout corpse.
Verrana              has given Seano Halfling Sheriff the corpse of Lord Naker.
Myrlan               has given Verrana a blackened necklace.
High Priest healer Julias has given Esther a note list.
Shop keeper magical Amelia has given Esther a red potion bottle.
Shop keeper magical Amelia has given Esther a glowing blue potion.
Blade Master teacher blademaster Symon has given Esther a curved dagger.
stable master jonah  has given Esther a ring with a green gem.
Blade Master Symon BLADEMASTER teacher has given Esther Jonahs dagger.
Esther               has given stable master Jonah man Jonahs dagger.
Esther               has given stable master Jonah man a potion of calming.
Esther               has given stable master Jonah man the corpse of a sewer rat.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Fang                 has given bear a slice of raw meat from a large rat.
Fang                 has given bear a slice of raw meat from a gray squirrel.
Fang                 has given bear a slice of raw meat from a white-tailed deer.
Fang                 has given bear a slice of raw meat from A jack rabbit.
Fang                 has given bear a slice of raw meat from A jack rabbit.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Fang                 has given bear a slice of raw meat from a large rat.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Vladaar              has invoked a spring of fresh running water.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Vladaar              has invoked a flint stone.
Vladaar              has invoked a flint stone.
Vladaar              has given Fang a flint stone.
Vladaar              has given Fang a flint stone.
Vladaar              has invoked a flint stone.
Vladaar              has invoked a flint stone.
Vladaar              has given Fang a flint stone.
Vladaar              has given Fang a flint stone.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Hexus                has given Aniella &za&rn&wi&zl&wl&za&rs &rblood&z-&cstone &rp&zo&wu&zc&rh&d.
Aniella              has given Verrana a bag.
Aniella              has given Verrana a bag.
Aniella              has given Verrana a bag.
Aniella              has given Verrana a bag.
Aniella              has given Margaret a bag.
Aniella              has given Margaret a bag.
Aniella              has given Margaret a bag.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Verrana              has given Esther a rolled up packet of wild deer jerky.
Margaret             has given dwarf adventurer Gladan a dwarven hammer.
dwarf adventurer Gladan has given Margaret a pair of dwarven mithril armguards .
ogre Barakus leader  has given Fang a thick leather belt.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Myrlan               has given Aniella a feather of knowing.
Myrlan               has given Fang a pocket-dimension, legendary produced from meteor.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Suword portly man    has given polite celestial a Suword's Sweet Shop sack.
Rowan                has given Impulse &za &pq&cu&za&wn&pt&cu&zm &pr&ci&zf&wt&d.
Gnome Guard Vasara   has given Impulse a key.
Impulse              has given drow Vaskar a parchment of plans.
Nicodemus            has given Impulse a gold dragon orb.
